0.0 + 0.0im	0.2499999999999999 + 0.0im
0.01875 + 0.0im	0.24456568397997333 + 0.0im
0.0375 + 0.0im	0.2392806743673669 + 0.0im
0.05625 + 0.0im	0.23414049759591896 + 0.0im
0.075 + 0.0im	0.22914082154773524 + 0.0im
0.09375 + 0.0im	0.22427745090182458 + 0.0im
0.1125 + 0.0im	0.21954632264018287 + 0.0im
0.13125 + 0.0im	0.21494350170596493 + 0.0im
0.15 + 0.0im	0.2104651768084889 + 0.0im
0.16875 + 0.0im	0.20610765636997722 + 0.0im
0.1875 + 0.0im	0.20186736460915675 + 0.0im
0.20625 + 0.0im	0.19774083775696652 + 0.0im
0.225 + 0.0im	0.19372472039983182 + 0.0im
0.24375 + 0.0im	0.18981576194608646 + 0.0im
0.2625 + 0.0im	0.18601081321130994 + 0.0im
0.28125 + 0.0im	0.18230682311847257 + 0.0im
0.3 + 0.0im	0.1787008355089382 + 0.0im
0.31875 + 0.0im	0.17518998606051128 + 0.0im
0.3375 + 0.0im	0.17177149930884306 + 0.0im
0.35625 + 0.0im	0.16844268576864507 + 0.0im
0.375 + 0.0im	0.16520093915128806 + 0.0im
0.39375 + 0.0im	0.16204373367546368 + 0.0im
0.4125 + 0.0im	0.1589686214677368 + 0.0im
0.43125 + 0.0im	0.15597323004989044 + 0.0im
0.45 + 0.0im	0.15305525991009528 + 0.0im
0.46875 + 0.0im	0.1502124821550409 + 0.0im
0.4875 + 0.0im	0.1474427362402529 + 0.0im
0.50625 + 0.0im	0.14474392777592146 + 0.0im
0.525 + 0.0im	0.14211402640567158 + 0.0im
0.54375 + 0.0im	0.1395510637557731 + 0.0im
0.5625 + 0.0im	0.13705313145239711 + 0.0im
0.58125 + 0.0im	0.13461837920460198 + 0.0im
0.6 + 0.0im	0.13224501295079277 + 0.0im
0.61875 + 0.0im	0.129931293066517 + 0.0im
0.6375 + 0.0im	0.1276755326314964 + 0.0im
0.65625 + 0.0im	0.12547609575388216 + 0.0im
0.675 + 0.0im	0.12333139594979899 + 0.0im
0.69375 + 0.0im	0.12123989457628973 + 0.0im
0.7125 + 0.0im	0.11920009931586273 + 0.0im
0.73125 + 0.0im	0.11721056271088585 + 0.0im
0.75 + 0.0im	0.11526988074613785 + 0.0im
0.76875 + 0.0im	0.1133766914778958 + 0.0im
0.7875 + 0.0im	0.1115296737079796 + 0.0im
0.80625 + 0.0im	0.10972754570123597 + 0.0im
0.825 + 0.0im	0.10796906394499887 + 0.0im
0.84375 + 0.0im	0.1062530219491064 + 0.0im
0.8625 + 0.0im	0.10457824908511186 + 0.0im
0.88125 + 0.0im	0.10294360946336745 + 0.0im
0.9 + 0.0im	0.10134800084670519 + 0.0im
0.91875 + 0.0im	0.09979035359948768 + 0.0im
0.9375 + 0.0im	0.09826962967084168 + 0.0im
0.95625 + 0.0im	0.0967848216109206 + 0.0im
0.975 + 0.0im	0.09533495161909762 + 0.0im
0.99375 + 0.0im	0.09391907062301406 + 0.0im
1.0125 + 0.0im	0.0925362573874525 + 0.0im
1.03125 + 0.0im	0.09118561765203365 + 0.0im
1.05 + 0.0im	0.08986628329678015 + 0.0im
1.06875 + 0.0im	0.0885774115346124 + 0.0im
1.0875 + 0.0im	0.08731818412987702 + 0.0im
1.10625 + 0.0im	0.08608780664204514 + 0.0im
1.125 + 0.0im	0.08488550769373923 + 0.0im
1.14375 + 0.0im	0.08371053826227762 + 0.0im
1.1625 + 0.0im	0.08256217099395938 + 0.0im
1.18125 + 0.0im	0.08143969954033202 + 0.0im
1.2 + 0.0im	0.08034243791571026 + 0.0im
1.21875 + 0.0im	0.07926971987524736 + 0.0im
1.2375 + 0.0im	0.07822089831287185 + 0.0im
1.25625 + 0.0im	0.07719534467843762 + 0.0im
1.275 + 0.0im	0.07619244841344952 + 0.0im
1.29375 + 0.0im	0.07521161640475062 + 0.0im
1.3125 + 0.0im	0.0742522724555818 + 0.0im
1.33125 + 0.0im	0.07331385677343641 + 0.0im
1.35 + 0.0im	0.07239582547416083 + 0.0im
1.36875 + 0.0im	0.07149765010176402 + 0.0im
1.3875 + 0.0im	0.07061881716342319 + 0.0im
1.40625 + 0.0im	0.0697588276791798 + 0.0im
1.425 + 0.0im	0.06891719674585252 + 0.0im
1.44375 + 0.0im	0.06809345311469399 + 0.0im
1.4625 + 0.0im	0.06728713878234964 + 0.0im
1.48125 + 0.0im	0.06649780859467032 + 0.0im
1.5 + 0.0im	0.0657250298629757 + 0.0im
1.51875 + 0.0im	0.0649683819923466 + 0.0im
1.5375 + 0.0im	0.06422745612156701 + 0.0im
1.55625 + 0.0im	0.0635018547743237 + 0.0im
1.575 + 0.0im	0.06279119152130841 + 0.0im
1.59375 + 0.0im	0.06209509065286205 + 0.0im
1.6125 + 0.0im	0.061413186861819215 + 0.0im
1.63125 + 0.0im	0.060745124936225324 + 0.0im
1.65 + 0.0im	0.06009055946160024 + 0.0im
1.66875 + 0.0im	0.05944915453244795 + 0.0im
1.6875 + 0.0im	0.05882058347270582 + 0.0im
1.70625 + 0.0im	0.058204528564848194 + 0.0im
1.725 + 0.0im	0.05760068078736558 + 0.0im
1.74375 + 0.0im	0.05700873956034741 + 0.0im
1.7625 + 0.0im	0.056428412498909494 + 0.0im
1.78125 + 0.0im	0.05585941517421307 + 0.0im
1.8 + 0.0im	0.0553014708818311 + 0.0im
1.81875 + 0.0im	0.05475431041722679 + 0.0im
1.8375 + 0.0im	0.05421767185811725 + 0.0im
1.85625 + 0.0im	0.05369130035350037 + 0.0im
