1.0	-1.2004273593126944	-1.2004273593126715	-1.2004273593126928	0.292451081000356	0.29245108589686
1.1	-1.1700951609936963	-1.1700951609936974	-1.1700951609936925	0.2973851415270684	0.2973851582580118
1.2	-1.1474080396509925	-1.147408039650905	-1.1474080396509865	0.3001310459627081	0.3001310942974091
1.3	-1.1301973982613398	-1.1301973982613247	-1.1301973982613382	0.30121835598912416	0.30121835596341906
1.4	-1.1169784145325623	-1.116978414532526	-1.116978414532559	0.3010809362165676	0.30108093612873815
1.5	-1.1067129706308823	-1.1067129706307632	-1.106712970630872	0.3000658281346179	0.3000658278742175
1.6	-1.0986621794823936	-1.0986621794820117	-1.0986621794824036	0.29844521035957183	0.2984452096761116
1.7	-1.0922918693373767	-1.0922918693361774	-1.0922918693373727	0.2964288975988493	0.2964288959746829
1.8	-1.0872104846918615	-1.0872104846885369	-1.0872104846918538	0.29417601976252206	0.29417601619559036
1.9	-1.083127415384832	-1.0831274153762964	-1.0831274153848256	0.2918052719582458	0.29180526466140744
2.0	-1.0798245189820184	-1.0798245189819227	-1.0798245189820346	0.28940356201408046	0.2894035644022484
2.1	-1.0771363448099422	-1.0771363448097135	-1.0771363448099385	0.2870331139465959	0.28703312039597023
2.2	-1.0749362029424294	-1.074936202941845	-1.074936202942402	0.2847371934017313	0.28473719741660836
2.3	-1.0731262230031107	-1.0731262229948653	-1.0731262230031045	0.2825446578344263	0.282544648035576
2.4	-1.0716301759138853	-1.0716301759119877	-1.0716301759138884	0.28047353335691705	0.2804735307321765
2.5	-1.070388234031747	-1.0703882340280557	-1.070388234031752	0.27853380151549156	0.2785338077668502
2.6	-1.0693531074498093	-1.069353107443029	-1.0693531074498146	0.27672955386935016	0.2767295544438993
2.7	-1.0684871680719374	-1.068487168059974	-1.0684871680719281	0.27506064602862834	0.2750606511261957
2.8	-1.0677602899359129	-1.0677602899156189	-1.0677602899359278	0.27352395860069845	0.2735239624989996
2.9	-1.0671482138622619	-1.0671482138402055	-1.0671482138622521	0.27211435143309093	0.272114345441278
3.0	-1.066631299378475	-1.0666312993565215	-1.066631299378469	0.2708253798662653	0.2708253847516679
3.1	-1.0661935651137444	-1.066193565077538	-1.0661935651137642	0.26964982721818975	0.2696498312394803
3.2	-1.0658219457897125	-1.0658219457880846	-1.0658219457897078	0.268580096029464	0.2685800943898861
3.3	-1.0655057130781007	-1.0655057130749972	-1.065505713078087	0.26760849126685127	0.26760849294598343
3.4	-1.0652360213295164	-1.0652360213221252	-1.065236021329494	0.26672742129744775	0.26672742219132417
3.5	-1.065005549112872	-1.0650055491034505	-1.0650055491128458	0.26592953663417773	0.265929536472453
3.6	-1.0648082147507671	-1.0648082147335103	-1.064808214750753	0.26520782190115555	0.2652078242171418
3.7	-1.0646389493604655	-1.0646389493283488	-1.0646389493604433	0.26455565291419214	0.2645556559201597
3.8	-1.0644935148521972	-1.0644935148430406	-1.0644935148521926	0.2639668280059986	0.2639668292386911
3.9	-1.0643683572743483	-1.0643683572632312	-1.0643683572743394	0.26343558057820227	0.2634355752807882
4.0	-1.0642604881006543	-1.0642604880804525	-1.064260488100647	0.26295657819841045	0.2629565808545539
4.1	-1.064167387720001	-1.0641673877033169	-1.0641673877200128	0.26252491227411623	0.2625249097556926
4.2	-1.064086926655141	-1.0640869266376234	-1.064086926655135	0.26213608134264976	0.26213607367706765
4.3	-1.064017301004605	-1.0640173009780747	-1.0640173010046108	0.2617859702522507	0.26178597180744695
4.4	-1.0639569793463932	-1.063956979318698	-1.0639569793463706	0.26147082692259727	0.2614708277205025
4.5	-1.06390465891706	-1.0639046588851042	-1.0639046589170549	0.2611872379237993	0.26118723572236285
4.6	-1.0638592293276337	-1.0638592292874882	-1.0638592293276277	0.260932103770093	0.2609321029228861
4.7	-1.0638197424269378	-1.063819742383227	-1.0638197424269134	0.26070261456386645	0.26070261139940754
4.8	-1.0637853871972929	-1.0637853871457978	-1.0637853871972678	0.26049622642867065	0.2604962165661834
4.9	-1.0637554687843709	-1.0637554687232893	-1.0637554687843653	0.26031063902173057	0.26031063487615813
5.0	-1.0637293909342806	-1.0637293908613061	-1.063729390934266	0.2601437743061017	0.26014376887810203
5.1	-1.0637066412475358	-1.0637066411636547	-1.0637066412475016	0.2599937566809477	0.25999375008450415
5.2	-1.0636867787690563	-1.063686778663114	-1.063686778769001	0.25985889450898336	0.25985889078166224
5.3	-1.0636694235205115	-1.0636694234036888	-1.063669423520498	0.2597376630374103	0.2597376696652922
5.4	-1.0636542476524071	-1.0636542475174693	-1.0636542476523843	0.25962868867876443	0.2596286775345511
5.5	-1.0636409679499956	-1.0636409677938523	-1.0636409679499315	0.2595307345978266	0.25953072597385646
5.6	-1.063629339473785	-1.0636293392935885	-1.0636293394737477	0.2594426875376452	0.2594426757903905
5.7	-1.0636191501529058	-1.0636191499456913	-1.0636191501528072	0.2593635458100588	0.2593635291439691
5.8	-1.0636102161806182	-1.063610215943174	-1.0636102161804806	0.2592924083723116	0.25929241520041973
5.9	-1.0636023780863784	-1.0636023778154484	-1.0636023780862496	0.25922846491048745	0.2592284517785282
6.0	-1.0635954973798478	-1.0635954970720918	-1.0635954973796846	0.2591709868515616	0.2591709680659499
6.1	-1.063589453679089	-1.0635894533309793	-1.0635894536789006	0.259119319228447	0.25911929603291795
6.2	-1.0635841422496572	-1.0635841418576697	-1.0635841422494068	0.2590728733258447	0.25907285928381635
6.3	-1.0635794718928633	-1.0635794718650902	-1.0635794718928464	0.25903112003873885	0.25903113028489144
6.4	-1.0635753631311722	-1.0635753631018408	-1.063575363131113	0.258993583879752	0.2589935815105057
6.5	-1.0635717466471053	-1.063571746612909	-1.063571746647072	0.2589598375760386	0.25895983662645755
6.6	-1.0635685619384945	-1.0635685619017616	-1.0635685619385054	0.2589294972008831	0.25892952289577337
6.7	-1.0635657561587806	-1.0635657561167637	-1.0635657561587577	0.2589022177895227	0.2589022124238146
6.8	-1.0635632831157786	-1.0635632830669686	-1.0635632831157276	0.25887768939291944	0.258877687349297
6.9	-1.0635611024063356	-1.063561102353984	-1.0635611024062872	0.258855633527176	0.2588556344572167
7.0	-1.063559178667684	-1.0635591786098846	-1.063559178667601	0.2588357999800547	0.25883579063039563
7.1	-1.0635574809290378	-1.0635574808599848	-1.0635574809289614	0.25881796393951717	0.258817959100397
7.2	-1.0635559820495826	-1.0635559819669282	-1.0635559820494933	0.25880192341247255	0.2588019131855685
7.3	-1.0635546582307878	-1.0635546581325668	-1.0635546582305935	0.2587874969048872	0.25878748369172794
7.4	-1.0635534885929327	-1.0635534885210276	-1.0635534885928473	0.2587745213371596	0.2587745186776405
7.5	-1.063552454807016	-1.063552454724181	-1.063552454806908	0.25876285017116885	0.258762841921193
7.6	-1.063551540774539	-1.0635515406813003	-1.063551540774302	0.2587523517277158	0.25875234389148066
7.7	-1.0635507323488378	-1.0635507322400652	-1.0635507323485835	0.2587429076751193	0.25874289588841887
7.8	-1.0635500170921088	-1.0635500169679357	-1.063550017091919	0.2587344116716924	0.2587344038080277
7.9	-1.0635493840637866	-1.0635493839189283	-1.0635493840633943	0.25872676814646833	0.25872675155253844
8.0	-1.0635488236357444	-1.0635488234699686	-1.0635488236353368	0.2587198912041607	0.25871986843016515
8.1	-1.0635483273309638	-1.0635483272456385	-1.0635483273308677	0.25871370364170976	0.25871372716500235
8.2	-1.063547887682673	-1.0635478875893702	-1.0635478876825588	0.2587081360650726	0.25870813214371186
8.3	-1.0635474981110735	-1.0635474980039465	-1.0635474981108362	0.25870312609602375	0.2587031347381916
8.4	-1.0635471528155984	-1.0635471527009512	-1.0635471528153926	0.2586986176598066	0.2586986158892316
8.5	-1.0635468466805855	-1.0635468465485374	-1.0635468466801683	0.25869456034536	0.25869456462266965
8.6	-1.0635465751925424	-1.0635465750466357	-1.0635465751921664	0.25869090883074397	0.258690898977339
8.7	-1.0635463343678606	-1.063546334199723	-1.063546334367163	0.258687622367079	0.2586876216961122
8.8	-1.063546120689208	-1.0635461205024266	-1.0635461206885566	0.25868466431504034	0.2586846511040062
8.9	-1.0635459310498965	-1.063545930836074	-1.063545931048871	0.25868200172852684	0.25868199539963904
9.0	-1.0635457627049172	-1.0635457625254787	-1.0635457627045812	0.2586796049807001	0.25867960183282945
9.1	-1.0635456132280625	-1.063545613031353	-1.0635456132275252	0.2586774474280571	0.25867745171348244
9.2	-1.0635454804741602	-1.063545480275235	-1.063545480473546	0.25867550510865345	0.2586754940006591
9.3	-1.0635453625459044	-1.0635453623261633	-1.0635453625449813	0.25867375647099633	0.2586737530669434
9.4	-1.0635452577646844	-1.0635452575271296	-1.0635452577637676	0.25867218213047294	0.258672170349015
9.5	-1.063545164644928	-1.0635451643842941	-1.063545164643774	0.258670764650504	0.25867074387486905
9.6	-1.0635450818715266	-1.063545081582976	-1.063545081869887	0.2586694883459121	0.25866947555700964
9.7	-1.0635450082798839	-1.0635450079673985	-1.0635450082782325	0.25866833910622267	0.2586683220515684
9.8	-1.0635449428384518	-1.0635449424947876	-1.0635449428362729	0.2586673042368771	0.2586672884497246
9.9	-1.0635448846332358	-1.063544884318235	-1.063544884632104	0.25866637231653755	0.25866636254166436
10.0	-1.0635448328542179	-1.0635448325161379	-1.0635448328526778	0.2586655330688352	0.2586655276372224
10.1	-1.0635447867832952	-1.0635447864409302	-1.0635447867817514	0.25866477724710046	0.2586647529619019
10.2	-1.063544745783723	-1.06354474541626	-1.0635447457816756	0.2586640965307495	0.2586640860435386
10.3	-1.0635447092907404	-1.0635447088989114	-1.0635447092885275	0.25866348343214784	0.2586634565427547
10.4	-1.063544676803286	-1.0635446763826482	-1.0635446768004828	0.25866293121287753	0.25866291214761217
10.5	-1.0635446478767645	-1.0635446474970942	-1.063544647875065	0.2586624338084682	0.2586624468079626
10.6	-1.063544622116521	-1.063544621718666	-1.0635446221145521	0.25866198576071764	0.25866198754582825
10.7	-1.0635445991722179	-1.0635445987566008	-1.0635445991701964	0.2586615821568423	0.25866157021612296
10.8	-1.063544578732724	-1.0635445782960002	-1.0635445787302522	0.2586612185747593	0.2586612123644483
10.9	-1.0635445605217322	-1.0635445600642501	-1.0635445605191345	0.25866089103388445	0.2586608741616011
11.0	-1.0635445442937386	-1.0635445438123736	-1.0635445442905611	0.2586605959508833	0.2586605824466775
11.1	-1.0635445298306276	-1.0635445293256935	-1.0635445298272572	0.25866033009988154	0.25866030721655103
11.2	-1.0635445169385422	-1.0635445164073358	-1.0635445169345001	0.2586600905766627	0.25866007160355164
11.3	-1.063544505445145	-1.0635445048880916	-1.063544505440875	0.2586598747664872	0.2586598470301778
11.4	-1.0635444951972262	-1.0635444946118198	-1.0635444951922262	0.258659680315127	0.25865965534995433
11.5	-1.0635444860585428	-1.0635444854941822	-1.0635444860546213	0.2586595051028212	0.25865949763407475
11.6	-1.063544477907895	-1.063544477323282	-1.0635444779035566	0.25865934722083883	0.2586593425941157
11.7	-1.063544470637481	-1.0635444700332448	-1.0635444706330643	0.2586592049503986	0.258659184580919
11.8	-1.0635444641513865	-1.0635444635251827	-1.0635444641463814	0.2586590767437005	0.2586590650026171
11.9	-1.06354445836423	-1.0635444577162123	-1.0635444583590135	0.25865896120685716	0.2586589393019796
12.0	-1.063544453200043	-1.0635444525284292	-1.0635444531941816	0.25865885708454217	0.25865883874594775
12.1	-1.0635444485911767	-1.063544447894938	-1.0635444485846672	0.25865876324616455	0.258658746190657
12.2	-1.0635444444774202	-1.0635444437569548	-1.0635444444705389	0.2586586786734396	0.2586586548975729
12.3	-1.063544440805135	-1.0635444400608465	-1.0635444407979475	0.2586586024491936	0.25865856186334873
12.4	-1.0635444375265455	-1.063544436756744	-1.0635444375185157	0.25865853374729353	0.25865850736312945
12.5	-1.0635444345991139	-1.0635444338027606	-1.063544434590268	0.2586584718235838	0.2586584441226035
12.6	-1.0635444319849112	-1.0635444311638436	-1.0635444319759106	0.258658416007721	0.2586583730827065
12.7	-1.063544429650174	-1.0635444288028066	-1.063544429640146	0.25865836569583667	0.25865833058522664
