0.0	-10.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0	-6.0
0.1	-10.025015664234306	-8.225015664197372	-8.183063872075754	-8.183063872075754	-8.077507922364227	-8.077507922364227	-7.9544569001194345	-7.9544569001194345	-7.860018298032703	-7.860018298032703	-6.403328329875429	-6.324788023859895	-6.324788023859895	-6.324788023859895	-6.324788023859895	-6.24624771784436	-6.20419687283069	-6.20419687283069	-6.20419687283069	-6.20419687283069	-6.125656566815156	-6.125656566815156	-6.125656566815156	-6.125656566815156	-6.090442211551547	-6.090442211551547	-6.090442211551547	-6.090442211551547	-6.023088882922471	-6.023088882922471	-6.011901905536013	-6.011901905536013	-6.011901905536013	-6.011901905536013	-6.005065415785951	-5.944548576906937	-5.944548576906937	-5.891310754506808	-5.891310754506808	-5.891310754506808	-5.891310754506808	-5.823957425877731	-5.823957425877731	-5.777556093227666	-5.7102027645985896	-5.7102027645985896
0.2	-10.100252558507007	-8.500252521184569	-8.407452234972375	-8.407452234972375	-8.185683951245094	-8.185683951245094	-7.94284036978653	-7.94284036978653	-7.764781007549706	-7.764781007549706	-6.851677748577117	-6.681656485466236	-6.681656485466236	-6.681656485466236	-6.681656485466236	-6.5116352223553555	-6.4363573481049485	-6.4363573481049485	-6.4363573481049485	-6.4363573481049485	-6.266336084994068	-6.266336084994068	-6.266336084994068	-6.266336084994068	-6.2175461482049315	-6.2175461482049315	-6.2175461482049315	-6.2175461482049315	-6.092335478850072	-6.092335478850072	-6.047524885094051	-6.047524885094051	-6.047524885094051	-6.047524885094051	-6.021036947632779	-5.922314215739191	-5.922314215739191	-5.802225747732762	-5.802225747732762	-5.802225747732762	-5.802225747732762	-5.677015078377902	-5.677015078377902	-5.583414547832745	-5.458203878477885	-5.458203878477885
0.3	-10.226296200955701	-8.826294097457177	-8.671186637022329	-8.671186637022329	-8.32409557640315	-8.32409557640315	-7.967612892306731	-7.967612892306731	-7.715987186639325	-7.715987186639325	-7.343613866121263	-7.067597937737477	-7.067597937737477	-7.067597937737477	-7.067597937737477	-6.79158200935369	-6.696893731756372	-6.696893731756372	-6.696893731756372	-6.696893731756372	-6.420877803372585	-6.420877803372585	-6.420877803372585	-6.420877803372585	-6.382730105372525	-6.382730105372525	-6.382730105372525	-6.382730105372525	-6.207643325749072	-6.207643325749072	-6.1067141769887385	-6.1067141769887385	-6.1067141769887385	-6.1067141769887385	-6.050173597391481	-5.931627397365285	-5.931627397365285	-5.736009971007634	-5.736009971007634	-5.736009971007634	-5.736009971007634	-5.56092319138418	-5.56092319138418	-5.421846344623788	-5.246759565000334	-5.246759565000334
0.4	-10.404188915338278	-9.20415280807378	-8.97197069046437	-8.97197069046437	-8.493355692208212	-8.493355692208212	-8.031632127025912	-8.031632127025912	-7.877040998926965	-7.71549991452284	-7.71549991452284	-7.479564929991932	-7.479564929991932	-7.479564929991932	-7.479564929991932	-7.0820888610568975	-6.98654903427882	-6.98654903427882	-6.98654903427882	-6.98654903427882	-6.589072965343786	-6.589072965343786	-6.589072965343786	-6.589072965343786	-6.587007154956274	-6.587007154956274	-6.587007154956274	-6.587007154956274	-6.368723752170838	-6.368723752170838	-6.1895310860212405	-6.1895310860212405	-6.1895310860212405	-6.1895310860212405	-6.096057069630674	-5.971247683235804	-5.971247683235804	-5.696515190308128	-5.696515190308128	-5.696515190308128	-5.696515190308128	-5.478231787522692	-5.478231787522692	-5.296973310985583	-5.078689908200147	-5.078689908200147
0.5	-10.635604409347968	-9.635283682667284	-9.307152656563229	-9.307152656563229	-8.695198111745164	-8.695198111745164	-8.448575433939196	-8.13807164171045	-8.13807164171045	-7.914558357946549	-7.914558357946549	-7.914558357946549	-7.914558357946549	-7.765428637983007	-7.765428637983007	-7.380541281953903	-7.306021944143792	-7.306021944143792	-7.306021944143792	-7.306021944143792	-6.83079115367833	-6.83079115367833	-6.83079115367833	-6.83079115367833	-6.7720048681511456	-6.7720048681511456	-6.7720048681511456	-6.7720048681511456	-6.574898309162073	-6.574898309162073	-6.296774077685684	-6.296774077685684	-6.296774077685684	-6.296774077685684	-6.163468454348388	-6.0408812331694275	-6.0408812331694275	-5.688237663882926	-5.688237663882926	-5.688237663882926	-5.688237663882926	-5.432344819366669	-5.432344819366669	-5.213006873417465	-4.9571140289012074	-4.9571140289012074
0.6	-10.923314569220258	-10.12145326640097	-9.673768038869502	-9.673768038869502	-9.052562077004076	-8.932303089315225	-8.932303089315225	-8.369719923452799	-8.369719923452799	-8.369719923452799	-8.369719923452799	-8.290240319298485	-8.290240319298485	-7.868048351719699	-7.868048351719699	-7.68687776990152	-7.655557565174047	-7.655557565174047	-7.655557565174047	-7.655557565174047	-7.113678555623523	-7.113678555623523	-7.113678555623523	-7.113678555623523	-6.972715411622769	-6.972715411622769	-6.972715411622769	-6.972715411622769	-6.824858925086134	-6.824858925086134	-6.430836402072245	-6.430836402072245	-6.430836402072245	-6.430836402072245	-6.258553053344018	-6.1420167715348555	-6.1420167715348555	-5.716674043793494	-5.716674043793494	-5.716674043793494	-5.716674043793494	-5.427854413256105	-5.427854413256105	-5.174795034242971	-4.885975403705581	-4.885975403705581
0.7	-11.27222500154964	-10.664272607354377	-10.068653591321135	-10.068653591321135	-9.6796377873009	-9.207696610338878	-9.207696610338878	-8.84240680411077	-8.84240680411077	-8.84240680411077	-8.84240680411077	-8.491098402855188	-8.491098402855188	-8.034620271278529	-8.034620271278529	-8.034620271278529	-8.034620271278529	-8.025369217547928	-8.025369217547928	-8.005175820920641	-7.434287527560207	-7.434287527560207	-7.434287527560207	-7.434287527560207	-7.1973892880884005	-7.1973892880884005	-7.1973892880884005	-7.1973892880884005	-7.1164795803263	-7.1164795803263	-6.597056544370078	-6.597056544370078	-6.597056544370078	-6.597056544370078	-6.389602755256158	-6.279248597136171	-6.279248597136171	-5.789270011537837	-5.789270011537837	-5.789270011537837	-5.789270011537837	-5.471462064303929	-5.471462064303929	-5.188937267819515	-4.871129320585608	-4.871129320585608
0.8	-11.690935719640812	-11.264307284494903	-10.488598461698912	-10.488598461698912	-10.31508936817417	-9.523678583388534	-9.523678583388534	-9.330238086507997	-9.330238086507997	-9.330238086507997	-9.330238086507997	-8.742371493961569	-8.742371493961569	-8.441762848934353	-8.441762848934353	-8.441762848934353	-8.441762848934353	-8.345386804841823	-8.238273314435695	-8.238273314435695	-7.790252731118519	-7.790252731118519	-7.790252731118519	-7.790252731118519	-7.456911567268179	-7.456911567268179	-7.456911567268179	-7.456911567268179	-7.446783965161606	-7.446783965161606	-6.805401449452346	-6.805401449452346	-6.805401449452346	-6.805401449452346	-6.568436329694533	-6.461932683495432	-6.461932683495432	-5.916926211878701	-5.916926211878701	-5.916926211878701	-5.916926211878701	-5.573457445921787	-5.573457445921787	-5.265416094062869	-4.921947328105954	-4.921947328105954
0.9	-12.191868976216139	-11.920061830900528	-10.93904323785522	-10.930491471274674	-10.930491471274674	-9.880624928351054	-9.880624928351054	-9.831112950825181	-9.831112950825181	-9.831112950825181	-9.831112950825181	-9.043550436561215	-9.043550436561215	-8.874731297620936	-8.874731297620936	-8.874731297620936	-8.874731297620936	-8.723182663795141	-8.505518656514639	-8.505518656514639	-8.178414061754015	-8.178414061754015	-8.178414061754015	-8.178414061754015	-7.812110010906906	-7.812110010906906	-7.766801010590898	-7.766801010590898	-7.766801010590898	-7.766801010590898	-7.070483774723975	-7.070483774723975	-7.070483774723975	-7.070483774723975	-6.810419357386654	-6.704179723876866	-6.704179723876866	-6.114102121519731	-6.114102121519731	-6.114102121519731	-6.114102121519731	-5.747798070672623	-5.747798070672623	-5.417784885652808	-5.0514808348057	-5.0514808348057
