1.0	6.872280522429719e-13	-2.1538326677728037e-14	1.5665246877460959e-12	5.129230373768223e-14	-5.551115123125783e-15	2.4227286843370166e-12	5.10702591327572e-15
1.1	2.9949376312288223e-12	2.531308496145357e-14	8.316014543652273e-12	1.709743457922741e-14	7.549516567451064e-15	1.247668635073751e-12	1.0658141036401503e-14
1.2	1.0824008356280501e-11	-7.527312106958561e-14	1.3788969965844444e-13	-2.19824158875781e-14	-1.9095836023552692e-14	4.026556865710518e-12	5.484501741648273e-14
1.3	3.35107497306808e-11	1.2878587085651816e-14	5.81312775693732e-13	7.327471962526033e-15	1.554312234475219e-14	1.6675549829869851e-12	4.8405723873656825e-14
1.4	9.079736962291918e-11	-1.6209256159527285e-14	1.970645868709653e-12	-5.950795411990839e-14	3.952393967665557e-14	3.066902287685025e-11	3.9968028886505635e-15
1.5	2.206872462551246e-10	-4.6407322429331543e-14	5.673461700439475e-12	-4.1522341120980855e-14	1.7541523789077473e-14	1.475486399726833e-12	2.4646951146678475e-14
1.6	3.0508950921159794e-10	-4.529709940470639e-14	1.460520593354886e-11	3.68594044175552e-14	-1.4210854715202004e-14	1.7899015603006774e-12	1.3322676295501878e-15
1.7	1.2594170151203343e-10	-5.861977570020827e-14	3.4070524179696804e-11	-4.218847493575595e-15	-3.352873534367973e-14	1.937339177970898e-12	1.4654943925052066e-14
1.8	2.1187718246551412e-10	-4.618527782440651e-14	4.587841218040012e-11	6.039613253960852e-14	1.2878587085651816e-14	4.629630012686903e-12	1.887379141862766e-14
1.9	4.233371431183741e-10	1.9984014443252818e-14	9.385092702984821e-11	-3.597122599785507e-14	-5.10702591327572e-14	9.71533964388982e-12	-4.3520742565306136e-14
2.0	1.2892620304683078e-10	3.730349362740526e-14	5.427303051419585e-11	2.842170943040401e-14	1.7763568394002505e-14	9.803713396649982e-12	-3.730349362740526e-14
2.1	2.6111601769684967e-10	8.637535131583718e-14	9.953526891592901e-11	1.021405182655144e-14	-3.730349362740526e-14	3.865796571744795e-12	-4.063416270128073e-14
2.2	1.611233368947751e-10	1.0302869668521453e-13	1.0249379123195013e-10	-1.176836406102666e-14	-1.9984014443252818e-15	5.1592063954331024e-12	-6.328271240363392e-14
2.3	2.206650417946321e-10	5.995204332975845e-14	3.083733268738342e-11	3.68594044175552e-14	-1.5765166949677223e-14	8.004041873732604e-12	8.881784197001252e-15
2.4	2.6964341870439057e-10	-4.6629367034256575e-15	6.195621793381179e-11	-3.863576125695545e-14	-9.103828801926284e-15	1.3501644247071454e-11	-6.838973831690964e-14
2.5	3.853037888745803e-10	1.6209256159527285e-14	7.857958728152425e-11	5.040412531798211e-14	-1.509903313490213e-14	1.901190316289103e-11	-9.325873406851315e-15
2.6	1.1779688335877836e-10	3.26405569239796e-14	8.08295652632296e-11	-9.037215420448774e-14	-9.037215420448774e-14	3.1416869106237755e-11	1.9095836023552692e-14
2.7	2.0429036240443565e-10	-1.84297022087776e-14	1.5704326727927764e-10	8.171241461241152e-14	-5.773159728050814e-14	4.2400971622669203e-11	2.6645352591003757e-15
