1.0	1.9193535649719706e-12	-3.4638958368304884e-14	2.743583138453687e-12	-2.6645352591003757e-15	-2.042810365310288e-14	8.326672684688674e-12	-2.7533531010703882e-14
1.1	6.9397820823269285e-12	-3.019806626980426e-14	1.0198508704206688e-11	-4.440892098500626e-15	-8.881784197001252e-16	1.0482725798510728e-11	-4.3076653355456074e-14
1.2	2.0792700894389782e-11	-1.5987211554602254e-14	3.033617801406763e-11	3.4638958368304884e-14	-6.306066779870889e-14	1.2227552304011624e-11	-7.194245199571014e-14
1.3	5.396882940544856e-11	-1.3322676295501878e-14	8.122391648157645e-13	-5.417888360170764e-14	-7.993605777301127e-15	1.170175067954915e-12	4.707345624410664e-14
1.4	1.245425984564008e-10	4.263256414560601e-14	1.1040945935292257e-11	2.220446049250313e-15	9.769962616701378e-15	3.601563491884008e-13	-2.0872192862952943e-14
1.5	2.6030688715650285e-10	4.929390229335695e-14	4.7410964043592685e-12	9.636735853746359e-14	-4.796163466380676e-14	1.2523315717771766e-12	-1.2434497875801753e-14
1.6	1.364521828861598e-10	1.2434497875801753e-14	1.0082157331225972e-11	-6.084022174945858e-14	-6.52811138479592e-14	3.5274005938390474e-12	4.1300296516055823e-14
1.7	2.3405499760542625e-10	6.039613253960852e-14	2.0024870650559023e-11	4.1744385725905886e-14	5.417888360170764e-14	3.75965925059063e-12	2.708944180085382e-14
1.8	6.917044714782605e-11	-9.192646643896296e-14	3.665334702418477e-11	4.263256414560601e-14	-7.993605777301127e-14	8.251177519014163e-12	1.1102230246251565e-14
1.9	1.2836087748269165e-10	4.04121180963557e-14	6.324896162368532e-11	3.68594044175552e-14	-6.394884621840902e-14	2.05613304160579e-12	3.1086244689504383e-15
2.0	2.579945146408136e-10	1.0835776720341528e-13	1.0308021103355713e-10	7.638334409421077e-14	-7.638334409421077e-14	3.8973269056441495e-12	-6.927791673660977e-14
2.1	1.1392620180572521e-10	2.6201263381153694e-14	1.5973933287227737e-10	8.393286066166183e-14	-5.1514348342607263e-14	5.524469770534779e-12	-3.8191672047105385e-14
2.2	1.936006910341348e-10	1.376676550535194e-13	2.362670059596894e-10	2.1183055309847987e-13	4.707345624410664e-14	9.2166274612282e-12	1.8207657603852567e-14
2.3	3.7061376190195006e-10	3.703704010149522e-13	3.352025323977159e-10	3.9479530755670567e-13	2.708944180085382e-14	1.468292154527262e-11	-3.1530333899354446e-14
2.4	2.371796092859313e-10	5.240252676230739e-14	1.4026113603904378e-11	-2.4868995751603507e-14	4.929390229335695e-14	4.1807002304494745e-11	1.0258460747536446e-13
2.5	3.483417998495497e-10	2.8954616482224083e-13	2.3729018749918396e-11	-3.730349362740526e-14	-6.217248937900877e-15	3.565903128333048e-11	-5.1514348342607263e-14
2.6	3.8745717745314323e-10	1.5409895581797173e-13	4.4634074214400243e-11	8.304468224196171e-14	-5.639932965095795e-14	3.5285108168636725e-11	4.75175454539567e-14
2.7	4.875828629735679e-10	2.4558133304708463e-13	7.836309379172235e-11	2.4780177909633494e-13	-2.5757174171303632e-14	3.985167751352492e-11	3.241851231905457e-14
2.8	6.10957506808063e-10	3.4727776210274897e-13	1.2565415374865552e-10	4.769518113789672e-13	7.549516567451064e-15	4.11501943631265e-11	4.884981308350689e-15
2.9	8.017311259322923e-10	1.375788372115494e-12	1.8516344013619346e-10	7.509548538564559e-13	2.7977620220553945e-14	1.148503514514232e-11	-4.796163466380676e-14
3.0	9.660925393006892e-10	1.0547118733938987e-12	8.023048891914186e-11	-3.019806626980426e-14	7.993605777301127e-15	4.818367926873179e-12	8.881784197001252e-16
3.1	1.217795198016347e-9	2.9984903449076228e-12	1.0609113587634056e-10	2.2026824808563106e-13	2.7977620220553945e-14	6.333600310881593e-12	2.6645352591003757e-15
3.2	1.2607381805196383e-9	1.9029222642075183e-12	1.4444445639583137e-10	7.394085344003543e-13	1.1324274851176597e-13	6.572520305780927e-12	-4.884981308350689e-14
3.3	5.448277384800804e-10	4.636291350834654e-13	1.9549872831703397e-10	1.5401013797600172e-12	-7.061018436615996e-14	7.190248396682364e-12	-2.930988785010413e-14
3.4	5.113309775595098e-10	8.286704655802168e-13	2.5768809308601703e-10	2.793321129956894e-12	1.1812772982011666e-13	8.749445612465934e-12	-4.263256414560601e-14
3.5	5.388165469355499e-10	1.1102230246251565e-12	2.2463275684003747e-10	7.633893517322576e-13	-8.43769498715119e-15	9.273470880089008e-12	-8.526512829121202e-14
3.6	6.377200989504672e-10	2.157385381451604e-12	2.6647928308420887e-10	1.4490630917407543e-12	5.950795411990839e-14	1.0753176127309416e-11	6.350475700855895e-14
3.7	7.242237920479511e-10	2.3279156380340282e-12	3.1159608226971613e-10	2.1183055309847987e-12	7.904787935331115e-14	1.2680523298058688e-11	-2.4868995751603507e-14
3.8	8.39735392332841e-10	4.079403481682675e-12	3.621161148714691e-10	3.2098768087962526e-12	8.704148513061227e-14	1.4150458582662395e-11	1.4876988529977098e-13
3.9	9.665561684357726e-10	6.59294840943403e-12	4.1411984952333114e-10	4.366285111245816e-12	1.7985612998927536e-13	1.5574652678651546e-11	5.950795411990839e-14
4.0	1.0982224019073783e-9	9.36362098968857e-12	4.655285046339941e-10	5.757616605706062e-12	2.0472512574087887e-13	1.6845635997242425e-11	-8.43769498715119e-15
4.1	1.033706009678781e-9	5.143441228483425e-12	5.146754133988907e-10	7.132960888611706e-12	1.283417816466681e-13	1.802158422492539e-11	4.4853010194856324e-14
4.2	1.1267791144575767e-9	7.119638212316204e-12	5.605444997058839e-10	8.679279517309624e-12	2.4069635173873394e-13	1.8828050230013105e-11	3.108624468950438e-14
4.3	1.2149747874445893e-9	9.766853992232427e-12	5.967382143978739e-10	1.1095568908103814e-11	3.05089287166993e-13	1.9375612225758232e-11	5.417888360170764e-14
4.4	1.299763852102842e-9	1.2063683385576951e-11	6.314886391578511e-10	1.2360779066966643e-11	3.8458125573015423e-13	1.9692247832381327e-11	9.725553695716371e-14
4.5	1.377710390215725e-9	1.4278356275099213e-11	6.610743064072722e-10	1.3530065956501858e-11	3.801403636316536e-13	8.93685125902266e-12	7.37188088351104e-14
4.6	1.447280961741626e-9	1.659072879078849e-11	6.855822576312676e-10	1.4811263326919288e-11	5.262457136723242e-13	1.000266536266281e-11	5.3734794391857577e-14
4.7	1.5041163869966567e-9	1.936184546025288e-11	7.011591307559684e-10	1.6543655334544383e-11	6.550315845288424e-13	5.664801960847399e-12	1.1102230246251565e-14
4.8	1.5505317030317656e-9	2.2077006889276163e-11	7.142997304754317e-10	1.7343015912274495e-11	7.784883848671598e-13	5.099476396708269e-12	7.416289804496046e-14
4.9	1.5883556692131151e-9	2.3853807817886263e-11	7.232046073113452e-10	1.80766512869468e-11	8.464340339742193e-13	5.433431482515516e-12	-1.199040866595169e-14
5.0	1.6174626082943178e-9	2.5419222282607734e-11	7.26753324187257e-10	1.8910650823045216e-11	1.092903545441004e-12	4.777955808776824e-12	1.021405182655144e-14
5.1	1.6383383538709495e-9	2.673150589771467e-11	7.276135249867366e-10	1.942535021726144e-11	9.063860773039778e-13	5.580869100185737e-12	8.748557434046234e-14
5.2	1.6518186818359482e-9	2.780220498266317e-11	7.258638134999273e-10	1.972111363102158e-11	1.0338396805309458e-12	5.846434447676074e-12	2.7977620220553945e-14
5.3	1.6548229453405838e-9	2.950883981611696e-11	7.21789294999553e-10	1.98694394271115e-11	1.2074785615823203e-12	6.608935620988632e-12	3.597122599785507e-14
5.4	1.6544321468359158e-9	3.021316530293916e-11	7.1291283987307e-10	2.055733361316925e-11	1.2887468869848817e-12	5.541345160509081e-12	1.7763568394002505e-14
5.5	1.1962262291831394e-9	2.105293717136192e-11	7.045719563336661e-10	2.050271064035769e-11	9.43245481721533e-13	4.793054841911726e-12	-3.3306690738754696e-14
5.6	1.1920642251084246e-9	2.1374013670083514e-11	6.952403097670867e-10	2.0392132427105025e-11	8.37108160567368e-13	5.224709553885987e-12	1.0613732115416497e-13
5.7	1.1651941633772367e-9	2.255440278986498e-11	6.849893985361177e-10	2.014832745089734e-11	9.388045896230324e-13	5.266898028821743e-12	4.884981308350689e-14
