0.0	-1.1179418166371398
0.000625	-1.115444434386358
0.00125	-1.1129522779399499
0.001875	-1.1104653327874288
0.0025	-1.1079835844589916
0.003125	-1.1055070185253484
0.00375	-1.1030356205976624
0.004375	-1.1005693763273343
0.005	-1.0981082714059263
0.005625	-1.0956522915650178
0.00625	-1.0932014225760889
0.006875	-1.090755650250351
0.0075	-1.088314960438678
0.008125	-1.0858793390314185
0.00875	-1.0834487719583086
0.009375	-1.0810232451883126
0.01	-1.078602744729542
0.010625	-1.0761872566290787
0.01125	-1.0737767669728697
0.011875	-1.0713712618856124
0.0125	-1.0689707275306126
0.013125	-1.0665751501096628
0.01375	-1.0641845158629177
0.014375	-1.0617988110687817
0.015	-1.0594180220437672
0.015625	-1.0570421351423878
0.01625	-1.0546711367570085
0.016875	-1.0523050133177665
0.0175	-1.049943751292401
0.018125	-1.0475873371861693
0.01875	-1.0452357575417128
0.019375	-1.0428889989389152
0.02	-1.0405470479948207
0.020625	-1.0382098913634803
0.02125	-1.0358775157358535
0.021875	-1.0335499078396817
0.0225	-1.031227054439358
0.023125	-1.0289089423358369
0.02375	-1.0265955583664697
0.024375	-1.0242868894049522
0.025	-1.0219829223611352
0.025625	-1.0196836441809662
0.02625	-1.0173890418463458
0.026875	-1.015099102375005
0.0275	-1.0128138128204107
0.028125	-1.0105331602716328
0.02875	-1.0082571318532245
0.029375	-1.005985714725135
0.03	-1.0037188960825911
0.030625	-1.0014566631559303
0.03125	-0.9991990032105568
0.031875	-0.9969459035467948
0.0325	-0.9946973514997774
0.033125	-0.992453334439332
0.03375	-0.9902138397698889
0.034375	-0.9879788549303311
0.035	-0.9857483673939226
0.035625	-0.9835223646681633
0.03625	-0.9813008342947183
0.036875	-0.9790837638492709
0.0375	-0.9768711409414357
0.038125	-0.9746629532146205
0.03875	-0.9724591883459485
0.039375	-0.9702598340461542
0.04	-0.968064878059428
0.040625	-0.965874308163351
0.04125	-0.9636881121687804
0.041875	-0.9615062779197456
0.0425	-0.959328793293299
0.043125	-0.9571556461994759
0.04375	-0.9549868245811363
0.044375	-0.9528223164138747
0.045	-0.9506621097059442
0.045625	-0.9485061924980848
0.04625	-0.9463545528634923
0.046875	-0.9442071789076505
0.0475	-0.9420640587682753
0.048125	-0.9399251806151924
0.04875	-0.9377905326502118
0.049375	-0.935660103107066
0.05	-0.9335338802512824
0.050625	-0.9314118523800632
0.05125	-0.9292940078222339
0.051875	-0.9271803349381091
0.0525	-0.9250708221193699
0.053125	-0.9229654577890137
0.05375	-0.9208642304012005
0.054375	-0.9187671284412036
0.055	-0.9166741404252642
0.055625	-0.9145852549005248
0.05625	-0.9125004604449066
0.056875	-0.9104197456670249
0.0575	-0.9083430992060784
0.058125	-0.9062705097317699
0.05875	-0.9042019659441797
0.059375	-0.9021374565736849
0.06	-0.9000769703808713
0.060625	-0.8980204961564304
0.06125	-0.8959680227210162
0.061875	-0.8939195389252377
0.0625	-0.8918750336494794
0.063125	-0.8898344958038593
