-12.566370614359172	1.0786927142140659e-5
-12.550662651091223	1.0812207854104641e-5
-12.534954687823275	1.083757824367544e-5
-12.519246724555325	1.0863038738414461e-5
-12.503538761287377	1.0888589768449456e-5
-12.487830798019427	1.0914231766493019e-5
-12.47212283475148	1.0939965167861538e-5
-12.45641487148353	1.0965790410493962e-5
-12.440706908215581	1.0991707934970958e-5
-12.424998944947632	1.1017718184534175e-5
-12.409290981679682	1.1043821605105533e-5
-12.393583018411734	1.1070018645306894e-5
-12.377875055143784	1.1096309756479864e-5
-12.362167091875836	1.112269539270551e-5
-12.346459128607886	1.1149176010824638e-5
-12.330751165339938	1.1175752070457967e-5
-12.315043202071989	1.12024240340265e-5
-12.29933523880404	1.1229192366772243e-5
-12.283627275536091	1.1256057536778934e-5
-12.267919312268143	1.1283020014992986e-5
-12.252211349000193	1.131008027524468e-5
-12.236503385732243	1.1337238794269428e-5
-12.220795422464295	1.1364496051729388e-5
-12.205087459196346	1.1391852530235036e-5
-12.189379495928398	1.1419308715367121e-5
-12.173671532660448	1.1446865095698809e-5
-12.1579635693925	1.1474522162817852e-5
-12.14225560612455	1.1502280411349084e-5
-12.126547642856602	1.1530140338977103e-5
-12.110839679588652	1.1558102446469092e-5
-12.095131716320704	1.158616723769799e-5
-12.079423753052755	1.1614335219665588e-5
-12.063715789784805	1.1642606902526122e-5
-12.048007826516857	1.1670982799609952e-5
-12.032299863248907	1.1699463427447382e-5
-12.01659189998096	1.172804930579275e-5
-12.00088393671301	1.175674095764876e-5
-11.985175973445061	1.1785538909291073e-5
-11.969468010177112	1.1814443690292994e-5
-11.953760046909164	1.1843455833550337e-5
-11.938052083641214	1.1872575875306782e-5
-11.922344120373264	1.1901804355179105e-5
-11.906636157105316	1.193114181618296e-5
-11.890928193837366	1.196058880475872e-5
-11.875220230569418	1.1990145870797345e-5
-11.859512267301469	1.2019813567667077e-5
-11.84380430403352	1.2049592452239739e-5
-11.82809634076557	1.2079483084917533e-5
-11.812388377497623	1.2109486029660241e-5
-11.796680414229673	1.2139601854012388e-5
-11.780972450961723	1.2169831129130738e-5
-11.765264487693775	1.2200174429812198e-5
