0.000061 -11356.5234120162331237 
0.000122 -5678.2617145913527565 
0.000244 -2839.1308744626376210 
0.000488 -1419.5654715668631525 
0.000977 -709.7828044610087090 
0.001953 -354.8915396117190539 
0.003906 -177.4460446723992106 
0.007812 -88.7235724848705161 
0.015625 -44.3628881954708731 
0.031250 -22.1836545723952590 
0.062500 -11.0962740625017329 
0.125000 -5.5571300903718122 
0.250000 -2.7969153469678782 
0.500000 -1.4362960361976365 
1.000000 -0.7953882204492285 
2.000000 -0.5385576191801279 
4.000000 -0.4651396753670161 
8.000000 -0.4484353519120657 
16.000000 -0.4444511048433940 
32.000000 -0.4434419354630325 
64.000000 -0.4431492294786576 
128.000000 -0.4430402316181767 
