1.0	-1.7480305334611488	-1.7480305334610975	-1.7480305334611899	3.0531133177191805e-16
1.1	-1.730435158090284	-1.7304351580902668	-1.730435158090299	2.0816681711721685e-16
1.2	-1.7176122014210684	-1.7176122014210904	-1.7176122014210164	3.5388358909926865e-16
1.3	-1.7080710726787482	-1.708071072678741	-1.708071072678741	1.8041124150158794e-16
1.4	-1.7008434485993327	-1.7008434485993922	-1.7008434485993034	1.942890293094024e-16
1.5	-1.6952828945189358	-1.6952828945189773	-1.6952828945189111	2.983724378680108e-16
1.6	-1.690947144229983	-1.6909471442299462	-1.6909471442300505	2.8796409701215e-16
1.7	-1.6875268391928386	-1.6875268391928429	-1.6875268391928324	3.5388358909926865e-16
1.8	-1.6848012143715343	-1.684801214371474	-1.6848012143714661	3.365363543395006e-16
1.9	-1.6826098558777571	-1.682609855877793	-1.6826098558777558	3.2612801348363973e-16
2.0	-1.680834289778879	-1.6808342897788506	-1.6808342897788364	3.712308238590367e-16
2.1	-1.6793857257950353	-1.679385725795025	-1.67938572579512	2.42861286636753e-16
2.2	-1.6781967380365723	-1.678196738036584	-1.6781967380365161	2.8449465006019636e-16
2.3	-1.6772155150913006	-1.6772155150912638	-1.6772155150913348	3.712308238590367e-16
2.4	-1.6764018186451026	-1.6764018186451413	-1.6764018186449459	2.1510571102112408e-16
2.5	-1.6757240983827806	-1.6757240983827302	-1.6757240983827728	3.677613769070831e-16
2.6	-1.675157402440766	-1.6751574024408564	-1.6751574024407305	2.3245294578089215e-16
2.7	-1.6746818437516893	-1.6746818437516076	-1.6746818437517392	2.8796409701215e-16
2.8	-1.6742814604817429	-1.6742814604817267	-1.674281460481714	2.949029909160572e-16
2.9	-1.6739433596596411	-1.673943359659557	-1.6739433596596134	3.642919299551295e-16
3.0	-1.6736570668876143	-1.6736570668875146	-1.6736570668876898	2.706168622523819e-16
3.1	-1.67341402779247	-1.6734140277922973	-1.673414027792547	2.5326962749261384e-16
3.2	-1.6732072224307046	-1.6732072224304928	-1.673207222430777	3.400058012914542e-16
3.3	-1.6730308646324945	-1.6730308646320873	-1.6730308646324425	2.498001805406602e-16
3.4	-1.672880165821441	-1.6728801658214256	-1.672880165821365	2.3245294578089215e-16
3.5	-1.6727511482057327	-1.6727511482055326	-1.6727511482057114	2.6020852139652106e-16
3.6	-1.67264049608189	-1.6726404960815622	-1.67264049608187	2.463307335887066e-16
3.7	-1.672545436781433	-1.6725454367808865	-1.6725454367813857	2.706168622523819e-16
3.8	-1.6724636448341368	-1.6724636448339343	-1.6724636448340913	2.5673907444456745e-16
3.9	-1.6723931644327563	-1.6723931644324355	-1.672393164432665	2.706168622523819e-16
4.0	-1.672332346411694	-1.6723323464109043	-1.6723323464116433	2.463307335887066e-16
4.1	-1.6722797968005434	-1.6722797967991923	-1.672279796800461	2.2898349882893854e-16
4.2	-1.6722343346568833	-1.6722343346563018	-1.67223433465686	1.5265566588595902e-16
4.3	-1.6721949573742858	-1.6721949573730737	-1.6721949573743626	2.42861286636753e-16
4.4	-1.6721608120397011	-1.672160812039045	-1.6721608120396618	3.677613769070831e-16
4.5	-1.6721311717072183	-1.6721311717059058	-1.6721311717072669	2.706168622523819e-16
4.6	-1.6721054156833974	-1.672105415680744	-1.6721054156833328	1.1796119636642288e-16
4.7	-1.6720830130981517	-1.6720830130972635	-1.6720830130981796	3.712308238590367e-16
4.8	-1.6720635091760472	-1.6720635091744345	-1.6720635091760094	3.0531133177191805e-16
4.9	-1.672046513734474	-1.6720465137317995	-1.6720465137342675	2.0122792321330962e-16
5.0	-1.6720316915239066	-1.672031691519436	-1.6720316915237392	2.393918396847994e-16
5.1	-1.6720187540964775	-1.6720187540942604	-1.6720187540962472	3.191891195797325e-16
5.2	-1.6720074529460676	-1.6720074529422553	-1.672007452945972	1.1102230246251565e-16
5.3	-1.6719975737090578	-1.6719975737028903	-1.6719975737087998	2.914335439641036e-16
5.4	-1.6719889312520706	-1.671988931251194	-1.6719889312520755	2.255140518769849e-16
5.5	-1.6719813655032305	-1.671981365501665	-1.6719813655030733	2.1163626406917047e-16
5.6	-1.6719747379080834	-1.6719747379052967	-1.6719747379080223	1.1449174941446927e-16
5.7	-1.6719689284114447	-1.6719689284066668	-1.671968928411334	1.942890293094024e-16
5.8	-1.671963832882952	-1.6719638328758182	-1.671963832882725	3.434752482434078e-16
5.9	-1.671959360917692	-1.6719593609041092	-1.6719593609168726	3.226585665316861e-16
6.0	-1.6719554339544633	-1.6719554339491673	-1.6719554339542786	3.5388358909926865e-16
6.1	-1.6719519836635217	-1.6719519836555965	-1.6719519836632564	1.8735013540549517e-16
6.2	-1.6719489505633374	-1.671948950549535	-1.6719489505626273	2.0469737016526324e-16
6.3	-1.671946282832289	-1.671946282823196	-1.6719462828319052	3.5735303605122226e-16
6.4	-1.6719439352865495	-1.6719439352747423	-1.6719439352861842	3.0184188481996443e-16
6.5	-1.671941868499858	-1.6719418684814882	-1.6719418684989478	2.983724378680108e-16
6.6	-1.6719400480446274	-1.6719400480177322	-1.671940048043357	2.498001805406602e-16
6.7	-1.6719384438369131	-1.6719384438064608	-1.671938443835239	3.0184188481996443e-16
6.8	-1.6719370295704514	-1.6719370295697775	-1.671937029570626	3.5041414214731503e-16
6.9	-1.671935782227133	-1.6719357822257648	-1.6719357822270973	2.8449465006019636e-16
7.0	-1.671934681653192	-1.6719346816508451	-1.6719346816529992	1.8388068845354155e-16
7.1	-1.6719337101919214	-1.6719337101890306	-1.6719337101917486	3.469446951953614e-16
7.2	-1.671932852365095	-1.6719328523608785	-1.6719328523647865	3.226585665316861e-16
7.3	-1.6719320945963905	-1.6719320945927654	-1.6719320945962364	3.122502256758253e-16
7.4	-1.6719314249710706	-1.67193142496427	-1.6719314249704864	3.157196726277789e-16
7.5	-1.6719308330269929	-1.6719308330177758	-1.6719308330258702	3.0531133177191805e-16
7.6	-1.6719303095727334	-1.6719303095611149	-1.6719303095716795	3.608224830031759e-16
7.7	-1.671929846529165	-1.6719298465254382	-1.6719298465289965	3.2959746043559335e-16
7.8	-1.6719294367913797	-1.671929436786501	-1.6719294367910484	2.740863092043355e-16
7.9	-1.671929074108247	-1.6719290741018702	-1.6719290741079	3.608224830031759e-16
8.0	-1.67192875297729	-1.6719287529691726	-1.6719287529767968	2.949029909160572e-16
8.1	-1.6719284685528581	-1.6719284685427036	-1.6719284685520268	3.191891195797325e-16
8.2	-1.671928216565876	-1.6719282165536902	-1.6719282165648788	2.463307335887066e-16
8.3	-1.6719279932536526	-1.6719279932393323	-1.6719279932523892	3.191891195797325e-16
8.4	-1.6719277952984615	-1.6719277952817078	-1.6719277952968559	3.677613769070831e-16
8.5	-1.6719276197737594	-1.671927619754379	-1.6719276197719402	2.5326962749261384e-16
8.6	-1.6719274640970652	-1.671927464075208	-1.6719274640950008	3.5041414214731503e-16
8.7	-1.6719273259886565	-1.6719273259643153	-1.6719273259862915	3.400058012914542e-16
8.8	-1.6719272034353376	-1.67192720340842	-1.671927203432585	2.3245294578089215e-16
8.9	-1.6719270946586524	-1.671927094628973	-1.6719270946556224	3.2959746043559335e-16
9.0	-1.671926998086968	-1.6719269980548195	-1.6719269980836675	2.393918396847994e-16
9.1	-1.6719269123309557	-1.6719269122964169	-1.671926912327331	2.5673907444456745e-16
9.2	-1.671926836162042	-1.6719268361250375	-1.6719268361582384	2.949029909160572e-16
9.3	-1.6719267684934622	-1.6719267684540389	-1.6719267684889456	3.226585665316861e-16
9.4	-1.671926708363593	-1.671926708321867	-1.671926708358661	2.914335439641036e-16
9.5	-1.6719266549212832	-1.671926654877609	-1.6719266549162595	2.636779683484747e-16
